image_path,question,answer
images/small/6d/6df5197f.jpg,What is the dominant color?,Blue
images/small/6d/6d2f500d.jpg,What's the overall pattern color?,Blue
images/small/6d/6d2f500d.jpg,What is the general shape of the plates?,Round
images/small/6d/6d779793.jpg,What shape are the gemstones?,Round
images/small/6d/6d779793.jpg,What is the gemstone color?,Red
images/small/6d/6d9debfa.jpg,What footwear type?,Boots
images/small/6d/6d9debfa.jpg,What's the main material?,Suede
images/small/6d/6d2d371b.jpg,What design is featured?,Cat
images/small/6d/6d2d371b.jpg,What is the dominant color?,Black
images/small/6d/6d115584.jpg,Is sugar listed?,Yes
images/small/6d/6d115584.jpg,Are eggs organic?,Yes
images/small/6d/6d17ee84.jpg,What is the sole's texture?,Textured
images/small/6d/6d17ee84.jpg,What brand is written inside?,Centrino
images/small/6d/6d8af9b0.jpg,What is the drink's flavor?,Green
images/small/6d/6d8af9b0.jpg,What shape are the bottles?,Rectangular
images/small/6d/6d482028.jpg,What's the background color?,Black
images/small/6d/6d482028.jpg,What is the script's apparent texture?,Glitter
images/small/6d/6d7e2da5.jpg,What shape is formed by the crossing legs?,X
images/small/6d/6d7e2da5.jpg,What is the color of the bolt?,Gold
images/small/6d/6df34d19.jpg,What specific type of shoe is visible?,Loafer
images/small/6d/6df34d19.jpg,What is the dominant material?,Suede
images/small/6d/6d5eee1a.jpg,What shape is the adhesive backing?,Oval
images/small/6d/6d5eee1a.jpg,What brand is the adhesive?,3M
images/small/6d/6d1556e3.jpg,What shape is the tabletop?,Rectangular
images/small/6d/6d1556e3.jpg,What material are the chair seats?,Upholstery
images/small/6d/6de1c0ba.jpg,What shape is the antenna?,Rectangular
images/small/6d/6de1c0ba.jpg,What's the main product?,Antenna
images/small/6d/6d18952b.jpg,What animal's face is featured?,Lion
images/small/6d/6d18952b.jpg,What shape is the camera lens?,Circle
images/small/6d/6d7339f1.jpg,What number is the serving size?,One
images/small/6d/6d7339f1.jpg,What unit is the serving size in?,Milliliters
images/small/6d/6d310821.jpg,What shape are the objects?,Hearts
images/small/6d/6d310821.jpg,What device is protected?,Phone
images/small/6d/6d3d3bdf.jpg,What's coating the candies?,Sugar
images/small/6d/6d3d3bdf.jpg,"What shape are they, primarily?",Round
images/small/6d/6da4e070.jpg,What is the main back support material?,Mesh
images/small/6d/6da4e070.jpg,What color is the seat?,Black
images/small/6d/6d64ef01.jpg,What is the product?,Food
images/small/6d/6d64ef01.jpg,What is the predominant color?,Brown
images/small/6d/6d5e9564.jpg,What geometry resembles the adapter's primary form?,Rectangular
images/small/6d/6d5e9564.jpg,Is there a visible logo?,Yes
images/small/6d/6d62db6d.jpg,What fruit's logo is displayed?,Apple
images/small/6d/6d62db6d.jpg,What is the dominant abstract color?,Orange
images/small/6d/6d2514db.jpg,What produce is contained?,Onions
images/small/6d/6d2514db.jpg,What is the mesh material?,Net
images/small/6d/6d9bbfaa.jpg,What shoe style is shown?,Boot
images/small/6d/6d9bbfaa.jpg,What color is the sole?,Black
images/small/6d/6d255309.jpg,What hangs from the finial?,Curtain
images/small/6d/6d255309.jpg,Is the drape sheer?,No
images/small/6d/6df868ff.jpg,What footwear type is shown?,Sandals
images/small/6d/6df868ff.jpg,What is the lacing material?,Leather
images/small/6d/6dfc3b12.jpg,What is the product's net weight?,1.5oz
images/small/6d/6dfc3b12.jpg,What shape is most visible on the label?,Leaf
images/small/6d/6dcf7b94.jpg,What shape is the toe?,Rounded
images/small/6d/6dcf7b94.jpg,What type of shoe is it?,Ballet
images/small/6d/6dd89de9.jpg,What is the background color?,Blue
images/small/6d/6dd89de9.jpg,What does 'OSC' stand for?,D&C
images/small/6d/6de164c2.jpg,What sauce is this?,Tartar
images/small/6d/6de164c2.jpg,What color is the cap?,Black
images/small/6d/6dc7b9e1.jpg,What company's logo is printed?,Amazonbasics
images/small/6d/6dc7b9e1.jpg,What color is the lever?,Red
images/small/6d/6d6778f4.jpg,What material is suggested in the image?,Water
images/small/6d/6d6778f4.jpg,What certification starts with '5'?,NSF53
images/small/6d/6dec53d2.jpg,Does product contain enzymes?,Yes
images/small/6d/6dec53d2.jpg,Is milk pasteurized?,Yes
images/small/6d/6d0eee2e.jpg,What is the dominant material?,Velvet
images/small/6d/6d0eee2e.jpg,What is the shoe's fastener?,Ribbon
images/small/6d/6ddd7bed.jpg,What specific type of furniture is this?,Chair
images/small/6d/6ddd7bed.jpg,What color is the seat?,White
images/small/6d/6d9741be.jpg,What footwear type is displayed?,Boot
images/small/6d/6d9741be.jpg,What is the boot's closure?,None
images/small/6d/6df70c05.jpg,What is the predominant color?,White
images/small/6d/6df70c05.jpg,What is the shape?,Round
images/small/6d/6dc7ba4a.jpg,What is the product's color?,White
images/small/6d/6dc7ba4a.jpg,What is the outlet type?,British
images/small/6d/6d979478.jpg,What shape is the phone's overall design?,Rectangular
images/small/6d/6d979478.jpg,Is the back textured?,Yes
images/small/6d/6d76feed.jpg,What accessory is shown?,Bracelet
images/small/6d/6d76feed.jpg,What shape is the central bead?,Round
images/small/6d/6d78ecd2.jpg,What is the brand?,Apple
images/small/6d/6d78ecd2.jpg,What is the dominant color?,Teal
images/small/6d/6d077dbb.jpg,What material covers the phone?,Stone
images/small/6d/6d077dbb.jpg,What shape is the fingerprint sensor?,Circle
images/small/6d/6d4e8388.jpg,What animal is depicted?,Lion
images/small/6d/6d4e8388.jpg,What's the case's primary function?,Protection
images/small/6d/6d0de1be.jpg,What is the food form?,Milk
images/small/6d/6d0de1be.jpg,What is the bottom material?,Metal
images/small/6d/6d13ef09.jpg,What is the dominant color?,Purple
images/small/6d/6d13ef09.jpg,What specific type of luggage is this?,Rolling
images/small/6d/6d663152.jpg,What is the fabric's texture?,Fleece
images/small/6d/6d663152.jpg,What is the material's color?,White
images/small/6d/6dbebfc4.jpg,What shape are most of the decorations?,Heart
images/small/6d/6dbebfc4.jpg,What device is this case for?,Phone
images/small/6d/6d4d109c.jpg,What is the serving size in cups?,Half
images/small/6d/6d4d109c.jpg,How many grams of insoluble fiber?,Six
images/small/6d/6da09b33.jpg,What is the oven's surface material?,Metal
images/small/6d/6da09b33.jpg,What type of cutting board is visible?,Wooden
images/small/6d/6d07df0c.jpg,What ingredient does the package mention?,Etiopia
images/small/6d/6d07df0c.jpg,What is the product's weight?,250gr
images/small/6d/6dfdc768.jpg,What shape is the tabletop?,Square
images/small/6d/6dfdc768.jpg,What is the predominant furniture material?,Wood
images/small/6d/6da4d111.jpg,What footwear type is featured?,Espadrille
images/small/6d/6da4d111.jpg,Is there a visible heel?,No
images/small/6d/6de70c36.jpg,What device is covered?,Phone
images/small/6d/6de70c36.jpg,What pattern covers the surface?,Stripes
images/small/6d/6d68edc0.jpg,What type of footwear are these?,Sneakers
images/small/6d/6d68edc0.jpg,What is the sole's color?,White
images/small/6d/6d4d6fa1.jpg,What material is the phone case?,Wood
images/small/6d/6d4d6fa1.jpg,What shape is the camera opening?,Rectangle
images/small/6d/6d182951.jpg,What is the chair's primary material?,Fabric
images/small/6d/6d182951.jpg,What is the arm style?,Rolled
images/small/6d/6dc0f882.jpg,What is the product's main color?,Blue
images/small/6d/6dc0f882.jpg,Are the sheets folded?,Yes
images/small/6d/6d21c87c.jpg,What is the bulb's shape?,Sphere
images/small/6d/6d21c87c.jpg,Is the bulb clear?,Yes
images/small/6d/6da278bd.jpg,What pattern covers the boot?,Stripes
images/small/6d/6da278bd.jpg,What's the boot's toe shape?,Pointed
images/small/6d/6d6f2ce6.jpg,What device is shown?,Phone
images/small/6d/6d6f2ce6.jpg,Is fabric present?,Yes
images/small/6d/6d9b1a1e.jpg,What's the display's dominant color?,Purple
images/small/6d/6d9b1a1e.jpg,Is there a clasp?,Yes
images/small/6d/6d49f0b1.jpg,What is the product type?,Smartphone
images/small/6d/6d49f0b1.jpg,What is the phone's brand?,Apple
images/small/6d/6db23daa.jpg,What is the dominant shape of the legs?,Rectangular
images/small/6d/6db23daa.jpg,What is the primary color?,Grey
images/small/6d/6d237254.jpg,What position is the phone in?,Stacked
images/small/6d/6d237254.jpg,What is the case finish?,Matte
images/small/6d/6d89aee8.jpg,What is the dominant shape?,Round
images/small/6d/6d89aee8.jpg,What is the tabletop's material?,Metal
images/small/6d/6d2bd3b0.jpg,What resistance is the topmost band?,X-Heavy
images/small/6d/6d2bd3b0.jpg,What color is the 'Medium' band?,Red
images/small/6d/6d388d28.jpg,What is the glove's primary color?,Blue
images/small/6d/6d388d28.jpg,What is the glove's material?,Nitrile
images/small/6d/6dd7bb5d.jpg,What device is covered?,Phone
images/small/6d/6dd7bb5d.jpg,Is the pattern swirling?,Yes
images/small/6d/6dac4a7d.jpg,What is the desk's surface finish?,Wood
images/small/6d/6dac4a7d.jpg,Is the frame metallic?,Yes
images/small/6d/6d0c34c5.jpg,What is contained inside the packaging?,Peppercorns
images/small/6d/6d0c34c5.jpg,What unit is at the top of the ruler?,Inches
images/small/6d/6db4f691.jpg,What is the dominant shape?,Rectangular
images/small/6d/6db4f691.jpg,How many tabs are visible?,Nine
images/small/77/772f0c47.jpg,What kind of base does the stand have?,Circular
images/small/77/772f0c47.jpg,Is the toilet paper touching the floor?,No
images/small/77/779bff93.jpg,What is the sole's color?,Black
images/small/77/779bff93.jpg,What specific footwear are they?,Slides
images/small/77/77a5f45a.jpg,What is the product's color?,White
images/small/77/77a5f45a.jpg,What shape is the tabletop?,Rectangle
images/small/77/7765e282.jpg,What footwear style is shown?,Chelsea
images/small/77/7765e282.jpg,What is the sole's color?,Black
images/small/77/77ec4079.jpg,What's the background color?,Pink
images/small/77/77ec4079.jpg,What animal features in the design?,Panda
images/small/77/77754a99.jpg,What is the finish of the handles?,Brushed
images/small/77/77754a99.jpg,What is the primary material?,Metal
images/small/77/77502867.jpg,What's the case's pattern?,Wood
images/small/77/77502867.jpg,What color are the leaves?,Orange
images/small/77/7779ef78.jpg,What is the sweater's primary color?,Olive
images/small/77/7779ef78.jpg,Are the jeans distressed?,Yes
images/small/77/772a4e02.jpg,What specific product is shown?,Rug
images/small/77/772a4e02.jpg,What direction are arrows pointing?,Right
images/small/77/771ea2a2.jpg,What is the most prominent material?,Wood
images/small/77/771ea2a2.jpg,Is there a visible varnish?,Yes
images/small/77/77f81e59.jpg,What is the box's material?,Marble
images/small/77/77f81e59.jpg,What shape is the black dish?,Oval
images/small/77/77aecc69.jpg,What is the bedsheet's primary color?,White
images/small/77/77aecc69.jpg,What is the shape of the pillow?,Rectangle
images/small/77/771c43fc.jpg,What is the dominant shape of the curtain?,Rectangle
images/small/77/771c43fc.jpg,Are the grommets metallic?,Yes
images/small/77/7742816c.jpg,What is the table's shape?,Rectangular
images/small/77/7742816c.jpg,What is the top material?,Wood
images/small/77/7718f2d5.jpg,What shape is the potted plant?,Round
images/small/77/7718f2d5.jpg,How many shelves are visible?,Two
images/small/77/77a91eca.jpg,What is the primary color of the nebula?,Blue
images/small/77/77a91eca.jpg,What shape is the earpiece cutout?,Oval
images/small/77/77d8ca52.jpg,What is the main flower color?,Pink
images/small/77/77d8ca52.jpg,Is there a windmill?,Yes
images/small/77/77adbae3.jpg,"What is the pattern's arrangement: vertical, horizontal, or both?",Vertical
images/small/77/77adbae3.jpg,Is the pattern symmetrical?,Yes
images/small/77/7793f36e.jpg,What shape is the object?,Round
images/small/77/7793f36e.jpg,What name is printed?,Solmo
images/small/77/77fa9d99.jpg,What is the color of the floor mat?,Gray
images/small/77/77fa9d99.jpg,What is the material of the floor mat?,Rubber
images/small/77/77633c10.jpg,What is the product's type?,Case
images/small/77/77633c10.jpg,Is the phone black?,Yes
images/small/77/7779d505.jpg,What is the appliance's dominant material?,Glass
images/small/77/7779d505.jpg,What is the handle's color?,Black
images/small/77/77a27ea1.jpg,What is the color of the canopy?,Red
images/small/77/77a27ea1.jpg,Is the product foldable?,Yes
images/small/77/7700880c.jpg,What shape is the container's base?,Round
images/small/77/7700880c.jpg,What is inside the container?,Brushes
images/small/77/77c92be1.jpg,What footwear type is shown?,Sneakers
images/small/77/77c92be1.jpg,What color are the shoes?,Beige
images/small/77/77d541b3.jpg,What is the text above the square?,TOY
images/small/77/77d541b3.jpg,What material is the scratching post?,Rope
images/small/77/770cc508.jpg,What shape is the body of timer?,Rectangle
images/small/77/770cc508.jpg,What type of display is shown?,Digital
images/small/77/77a9d081.jpg,What kind of product is this?,Phone
images/small/77/77a9d081.jpg,What brand is shown?,Nokia
images/small/77/77d0062e.jpg,What is the product's primary shape?,Curved
images/small/77/77d0062e.jpg,What is the material?,Metal
images/small/77/77cf1709.jpg,What shape is the tabletop?,Rectangle
images/small/77/77cf1709.jpg,What is the table's finish?,Unfinished
images/small/77/77e75358.jpg,What footwear style is shown?,Sandals
images/small/77/77e75358.jpg,What is the denim's wash?,Light
images/small/77/770f94f3.jpg,What is the primary color depicted near the top?,Yellow
images/small/77/770f94f3.jpg,What is the pattern depicting?,Flames
images/small/77/77851a98.jpg,What is the main footwear type?,Heel
images/small/77/77851a98.jpg,What geometric shape is the toe?,Pointed
images/small/77/7719d88f.jpg,What's the background's color?,Black
images/small/77/7719d88f.jpg,What animal is repeatedly illustrated?,Unicorn
images/small/77/776c9554.jpg,What's the object's primary function?,Protection
images/small/77/776c9554.jpg,What pattern is covering the case?,Geometric
images/small/77/773023c0.jpg,What gemstone is featured?,Garnet
images/small/77/773023c0.jpg,What precious metal is visible?,Silver
images/small/77/771f3e83.jpg,What color is the doghouse?,Blue
images/small/77/771f3e83.jpg,What animal is inside?,Dog
images/small/77/7703e48c.jpg,What shape is the overall item?,Rectangle
images/small/77/7703e48c.jpg,What is the dominant color?,Blue
images/small/77/77e40d3d.jpg,What is the main color of the background?,Black
images/small/77/77e40d3d.jpg,What is the product's shape?,Rectangle
images/small/77/7782b3ba.jpg,What are the sticks primarily made of?,Chalk
images/small/77/7782b3ba.jpg,What shape are the chalk pieces mostly?,Cylindrical
images/small/77/770b77f8.jpg,What item is inside?,Camera
images/small/77/770b77f8.jpg,What color is the bag?,Black
images/small/77/774e21d4.jpg,What is the shape of the pattern?,Swirls
images/small/77/774e21d4.jpg,What component is at the top?,Camera
images/small/77/77fc7c28.jpg,What is the dominant background color?,Black
images/small/77/77fc7c28.jpg,What shape is the camera cutout?,Oval
images/small/77/77a69b81.jpg,What is the product primarily made of?,Plastic
images/small/77/77a69b81.jpg,What is the background color?,White
images/small/77/77b2ac4a.jpg,What garment is covering the legs?,Leggings
images/small/77/77b2ac4a.jpg,What visible color are the seams?,Blue
images/small/77/77630a04.jpg,What is the product's primary use?,School
images/small/77/77630a04.jpg,What shape are the binder rings?,Round
images/small/77/779a7ecd.jpg,Is the case transparent?,Yes
images/small/77/779a7ecd.jpg,What shape dominates the artwork?,Square
images/small/77/7797c930.jpg,What is this product's purpose?,Protection
images/small/77/7797c930.jpg,What shape dominates the design?,Oval
images/small/77/77580d67.jpg,What is the dominant shape of the containers?,Round
images/small/77/77580d67.jpg,What is the color of the containers?,Yellow
images/small/77/77feedc7.jpg,What shape is the lampshade?,Trapezoid
images/small/77/77feedc7.jpg,What color is the shade?,White
images/small/77/77b0e560.jpg,Is a case present?,Yes
images/small/77/77b0e560.jpg,What shape is it?,Rectangular
images/small/77/77a46725.jpg,What is the dominant color pattern?,Pink
images/small/77/77a46725.jpg,What texture is apparent?,Woven
images/small/77/77ccb5ef.jpg,What shape is the holder?,Curved
images/small/77/77ccb5ef.jpg,What is the holder's color?,Black
images/small/77/774b7f6c.jpg,What closure is featured?,Buttons
images/small/77/774b7f6c.jpg,What's the dominant pattern?,Stripes
images/small/77/77e87f62.jpg,What shape is the wallet?,Rectangular
images/small/77/77e87f62.jpg,What is the wallet's color?,Gray
images/small/77/771b1df6.jpg,What shape is the shoe's toe?,Pointed
images/small/77/771b1df6.jpg,What type of shoe is it?,Slingback
images/small/77/773e96fe.jpg,What footwear is displayed?,Sandal
images/small/77/773e96fe.jpg,What's the footbed's color?,Red
images/small/77/77f82012.jpg,What's the product's apparent finish?,Polished
images/small/77/77f82012.jpg,What is the product's overall shape?,Cylindrical
images/small/77/7722ab78.jpg,What shape is the camera cutout?,Oval
images/small/77/7722ab78.jpg,What is the dominant material of the dock?,Wood
images/small/77/77cc0585.jpg,What is the strap's primary feature?,Padding
images/small/77/77cc0585.jpg,What is the dominant material?,Leather
images/small/77/7788f13e.jpg,What shape are the sausages?,Cylindrical
images/small/77/7788f13e.jpg,Are they packaged?,Yes
images/small/77/77dfbf74.jpg,What shape dominates the graffiti?,Angular
images/small/77/77dfbf74.jpg,Is there a visible camera?,Yes
images/small/77/7773dea4.jpg,What is the material of the drawer fronts?,Wicker
images/small/77/7773dea4.jpg,How many drawers does the table have?,Two
images/small/77/771a55ae.jpg,What shape are the tool ends?,Star
images/small/77/771a55ae.jpg,What material are the tools?,Metal
images/small/77/77c8f7c1.jpg,What animal is pictured?,Dog
images/small/77/77c8f7c1.jpg,What is the food type?,Treat
images/small/77/77805b59.jpg,What part of the shoe is shown?,Sole
images/small/77/77805b59.jpg,What is the dominant texture?,Honeycomb
images/small/77/7768008c.jpg,What color is predominant?,Black
images/small/77/7768008c.jpg,What shape are most balloons?,Heart
images/small/77/7746171d.jpg,What shape are most embellishments?,Stars
images/small/77/7746171d.jpg,What is the dominant color?,Purple
images/small/77/779e99e4.jpg,What is the item's shape?,Cylindrical
images/small/77/779e99e4.jpg,What is the product's dominant color?,Blue
images/small/77/775ddec2.jpg,What shape is the overall structure?,Rectangular
images/small/77/775ddec2.jpg,What is the main material?,Metal
images/small/77/775c50b0.jpg,What is the handle's color?,Gold
images/small/77/775c50b0.jpg,What is the dominant shape?,Arch
images/small/77/77bbc4cb.jpg,What shape are the phone's corners?,Rounded
images/small/77/77bbc4cb.jpg,What is the primary color?,Black
images/small/77/7753a2f2.jpg,What general shape are the shelves?,Rectangle
images/small/77/7753a2f2.jpg,How many vertical frames are present?,Five
images/small/77/77fe0409.jpg,What is the product?,Salad
images/small/77/77fe0409.jpg,What color are the onions?,Purple
images/small/77/77c75d73.jpg,What shape is the overall structure?,Trapezoidal
images/small/77/77c75d73.jpg,What color is the cover?,White
images/small/77/7767f4c3.jpg,What is the plug's type?,TypeA
images/small/77/7767f4c3.jpg,What material covers cable?,Rubber
images/small/77/77d05348.jpg,What is the product's color?,Yellow
images/small/77/77d05348.jpg,Is the product sealed?,Yes
images/small/77/77529610.jpg,What action is being performed?,Cutting
images/small/77/77529610.jpg,What color is the handle?,Blue
images/small/77/77165f01.jpg,What is the model number mentioned?,A1932
images/small/77/77165f01.jpg,What kind of port is mentioned?,USB
images/small/77/775922ec.jpg,What's the main subject reflected?,Mountain
images/small/77/775922ec.jpg,What's the case's purpose?,Phone
images/small/77/771c9850.jpg,What animal is pictured?,Parrot
images/small/77/771c9850.jpg,What is the product's function?,Protection
images/small/77/7766c70c.jpg,What footwear style is depicted?,Sneakers
images/small/77/7766c70c.jpg,What sole color is visible?,White
images/small/77/77f29226.jpg,Is the lipstick open?,Yes
images/small/77/77f29226.jpg,What is the color of the lipstick?,Pink
images/small/77/77187229.jpg,What specific type of shoe is shown?,Espadrille
images/small/77/77187229.jpg,What color are the laces?,Black
images/small/77/7796a047.jpg,What letter is displayed?,N
images/small/77/7796a047.jpg,What material is mimicked?,Denim
images/small/77/77eefe80.jpg,What is written at the bottom?,LOVEUDAD
images/small/77/77eefe80.jpg,What shape is the camera lens?,Circular
images/small/77/7738b03e.jpg,What is the flower's color?,Pink
images/small/77/7738b03e.jpg,How many camera lenses are visible?,One
images/small/77/77a88718.jpg,What device is this?,Phone
images/small/77/77a88718.jpg,What primary color dominates?,Red
images/small/77/77e50af6.jpg,What specific type of product is shown?,Backpack
images/small/77/77e50af6.jpg,What color is the backpack mainly?,Grey
images/small/77/774afac1.jpg,What shape are the primary stones?,Round
images/small/77/774afac1.jpg,What precious metal is visible?,Platinum
images/small/77/778104b9.jpg,What is the printed initial?,J
images/small/77/778104b9.jpg,Are sides transparent?,Yes
images/small/97/9725efb4.jpg,What is the chair's primary function?,Reclining
images/small/97/9725efb4.jpg,What is the visible frame material?,Wood
images/small/97/97394225.jpg,What word begins the ingredient list?,Ingredients
images/small/97/97394225.jpg,Are milk ingredients contained?,Yes
images/small/97/97075a95.jpg,What shape is the table?,Oval
images/small/97/97075a95.jpg,What color is the cover?,Gray
images/small/97/97b8d3d4.jpg,What item is pictured?,Case
images/small/97/97b8d3d4.jpg,What word is written?,Supergirl
images/small/97/97333039.jpg,What is the dominant shape?,Rectangular
images/small/97/97333039.jpg,What is the visible leg material?,Wood
images/small/97/9761ba47.jpg,What shape is the Apple logo?,Round
images/small/97/9761ba47.jpg,Is the case glossy?,Yes
images/small/97/972d480b.jpg,What is the chair's primary color?,Blue
images/small/97/972d480b.jpg,What shape are the armrests?,Curved
images/small/97/97a54d88.jpg,What is the product contained within?,Tablets
images/small/97/97a54d88.jpg,What shape is the bottle?,Round
images/small/97/97e550dd.jpg,What shape are the dominant decorations?,Circle
images/small/97/97e550dd.jpg,What component is at the top?,Camera
images/small/97/97484613.jpg,What color is the image?,Gray
images/small/97/97484613.jpg,Is the image fully filled?,Yes
images/small/97/972743d0.jpg,What type footwear appears?,Sneakers
images/small/97/972743d0.jpg,What's the dominant upper texture?,Mesh
images/small/97/979279d7.jpg,What material is the product made of?,Metal
images/small/97/979279d7.jpg,What is the color of the product?,Black
images/small/97/975c15f2.jpg,What is the earring's shape?,Flower
images/small/97/975c15f2.jpg,Is the earring metallic?,Yes
images/small/97/974c31bd.jpg,What is the primary fabric?,Linen
images/small/97/974c31bd.jpg,What type of nailhead trim is present?,Silver
images/small/97/97fccc19.jpg,What is the dominant color?,Red
images/small/97/97fccc19.jpg,What shape are most of the 'raindrops'?,Round
images/small/97/9753a5c8.jpg,What device is this for?,Phone
images/small/97/9753a5c8.jpg,What shape are the inlays?,Squares
images/small/97/97842c15.jpg,What is the sole's color?,Black
images/small/97/97842c15.jpg,What is the tread pattern?,Honeycomb
images/small/97/976573d5.jpg,What is the dominant color?,Green
images/small/97/976573d5.jpg,Is it a phone accessory?,Yes
images/small/97/970f86f2.jpg,What shape is the main body?,Rectangular
images/small/97/970f86f2.jpg,What is the component at top?,Plunger
images/small/97/97d8e23a.jpg,What object is dangling?,Teacup
images/small/97/97d8e23a.jpg,What city's tower is sketched?,Paris
images/small/97/974118d2.jpg,What is the material of the desk?,Wood
images/small/97/974118d2.jpg,What shape is the sign?,Rectangle
images/small/97/97192195.jpg,What measurement system is used?,Metric
images/small/97/97192195.jpg,How much cholesterol?,Zero
images/small/97/97765e9b.jpg,What color is the mushroom's cap?,Red
images/small/97/97765e9b.jpg,What is the mushroom's stem shape?,Cylindrical
images/small/97/977237fe.jpg,What's the background color?,Black
images/small/97/977237fe.jpg,Are figs present?,Yes
images/small/97/9774e70d.jpg,What specific type of shoe is this?,Sneakers
images/small/97/9774e70d.jpg,What color is the stripe closest to the heel?,Blue
images/small/97/9723460e.jpg,What type of product is pictured?,Phone
images/small/97/9723460e.jpg,What color is the phone's case?,Purple
images/small/97/97e6af80.jpg,What is the fabric's primary color?,White
images/small/97/97e6af80.jpg,What is the dominant motif?,Floral
images/small/97/97a634f2.jpg,What type of peripheral is shown?,Keyboard
images/small/97/97a634f2.jpg,What color are the keys?,Black
images/small/97/9794b81d.jpg,What is the product?,Case
images/small/97/9794b81d.jpg,What flower type is visible?,Rose
images/small/97/97d0d8bc.jpg,What is the dominant color gradient?,Rainbow
images/small/97/97d0d8bc.jpg,What material appears textured?,Glitter
images/small/97/972cb973.jpg,What shape is the mat primarily?,Square
images/small/97/972cb973.jpg,Is the mat folded?,Yes
images/small/97/9710ba83.jpg,What fruit is depicted?,Apricots
images/small/97/9710ba83.jpg,What is the texture of the bag?,Burlap
images/small/97/97f47792.jpg,What shoe style is featured?,Oxfords
images/small/97/97f47792.jpg,What color are the shoes?,Black
images/small/97/97b31e1c.jpg,What shape are the containers?,Round
images/small/97/97b31e1c.jpg,Are the containers airtight?,Yes
images/small/97/97d49342.jpg,What is the predominant color?,Red
images/small/97/97d49342.jpg,What is the product type?,Case
images/small/97/9734bfd4.jpg,What shape are the repeating elements?,Circle
images/small/97/9734bfd4.jpg,What color is the featured eyeball?,Blue
images/small/97/97aef98c.jpg,What shape is the overall case?,Rectangle
images/small/97/97aef98c.jpg,What is the case's primary color?,Red
images/small/97/97026913.jpg,What metal is partially visible?,Chromium
images/small/97/97026913.jpg,Is the surface polished?,Yes
images/small/97/97739e44.jpg,What's the cover's color?,Red
images/small/97/97739e44.jpg,What's the main material?,Plastic
images/small/97/977007a1.jpg,What is the product's main color?,Black
images/small/97/977007a1.jpg,What is shown: cover or phone?,Cover
images/small/97/97a0a77a.jpg,What object dominates the image?,Tree
images/small/97/97a0a77a.jpg,What phase is the moon?,Full
images/small/97/97d1c009.jpg,What footwear category is depicted?,Sneakers
images/small/97/97d1c009.jpg,What's the sole's dominant color?,Navy
images/small/97/9754586a.jpg,What geometrical shape dominates the lampshade?,Circle
images/small/97/9754586a.jpg,What is the lampshade's upper surface?,Solid
images/small/97/97bbb0bb.jpg,What is the bag's primary pattern?,Chevron
images/small/97/97bbb0bb.jpg,What type of bag is it?,Tote
images/small/97/97c1c6ed.jpg,What is the product's color?,Pink
images/small/97/97c1c6ed.jpg,Which fruit's logo is visible?,Apple
images/small/97/97228480.jpg,What is the device's primary function?,Protection
images/small/97/97228480.jpg,What flowers are displayed?,Camellias
images/small/97/97167f3a.jpg,What object is depicted multiple times?,Cup
images/small/97/97167f3a.jpg,Is the case flexible?,No
images/small/97/97d73508.jpg,What shape is primarily on the background?,Diagonal
images/small/97/97d73508.jpg,What type of coffee is inside?,Bean
images/small/97/97b83b81.jpg,What device is encased?,iPhone
images/small/97/97b83b81.jpg,What fruit is depicted?,Apple
images/small/97/97314606.jpg,What type of information is shown?,Nutrition
images/small/97/97314606.jpg,What is the container's serving estimate?,3.5
images/small/97/97ea61ea.jpg,What is the primary color?,Blue
images/small/97/97ea61ea.jpg,What shape is the lid?,Round
images/small/97/977b7daa.jpg,What is the product's purpose?,Laundry
images/small/97/977b7daa.jpg,What is the container's shape?,Cylindrical
images/small/97/97f17c15.jpg,What shape is the tabletop?,Rectangle
images/small/97/97f17c15.jpg,What season does the decoration evoke?,Winter
images/small/97/975f40f8.jpg,What pattern covers the case?,Marble
images/small/97/975f40f8.jpg,What color is the grip?,Black
images/small/97/97f0325e.jpg,What shape is dominant?,Rectangle
images/small/97/97f0325e.jpg,Is there a notch?,Yes
images/small/97/9755bb07.jpg,What liquid is in the bottle?,Oil
images/small/97/9755bb07.jpg,What word is below 'SOELMO'?,Extra
images/small/97/97774e04.jpg,What is the product described as containing?,Grapefruit
images/small/97/97774e04.jpg,What action does the product help achieve?,Scrubbing
images/small/97/97727eec.jpg,What is the product?,Sheet
images/small/97/97727eec.jpg,Is the sheet fitted?,Yes
images/small/97/9702eb79.jpg,What is the serving size measured in?,Teaspoons
images/small/97/9702eb79.jpg,What type of powder is most abundant?,Psyllium
images/small/97/978e23d5.jpg,What footwear is shown?,Sneakers
images/small/97/978e23d5.jpg,What color is the lining?,Orange
images/small/97/978bea26.jpg,What is the flavor of the mix?,Beet
images/small/97/978bea26.jpg,What is the state of the beets?,Native
images/small/97/97efd07d.jpg,What shape is the visible tip?,Hexagon
images/small/97/97efd07d.jpg,What is the object's finish?,Brushed
images/small/97/9764f5cd.jpg,What side of the packaging is displayed?,Back
images/small/97/9764f5cd.jpg,What shape surrounds the packaging?,Circle
images/small/97/9782d346.jpg,What shape is the lamp's base?,Tripod
images/small/97/9782d346.jpg,What is the floor covering?,Wood
images/small/97/97f298c1.jpg,What shape are the cushions?,Square
images/small/97/97f298c1.jpg,What type of furniture is this?,Lovesack
images/small/97/97806b74.jpg,Is a camera visible?,Yes
